timestamp_s,src_ip,dst_ip,src_port,dst_port,protocol,queue_depth_bytes,tx_link_util_0_255,flow_hash,datetime_iso,load_percent,time_sec,probes_per_sec,total_probes,overhead,fct_ms,flow_size_bytes,flow_type,flow_cat
186.679,10.0.102.13,10.0.104.2,61973,80,TCP,1,18,b6c47446,2026-04-11T17:04:07.779065,10,186,4.894,931.93,7.5168e-06,6.28625,361210.0,medium,medium
187.282,10.0.100.9,10.0.104.6,14150,8443,TCP,1,18,b6363b9e,2026-04-11T17:04:08.382138,10,187,5.095,937.02,7.8253e-06,1.4949999999999999,57030.0,small,small
187.643,10.0.102.12,10.0.102.9,65053,80,TCP,0,21,aa2d46b0,2026-04-11T17:04:08.743225,10,187,5.095,937.02,7.8253e-06,1.2875,911847.0,medium,medium
190.546,10.0.102.6,10.0.100.9,58410,443,TCP,0,18,996a0e50,2026-04-11T17:04:11.646310,10,190,4.966,952.07,7.6283e-06,0.46375,122445.0,small,medium
193.735,10.0.102.13,10.0.100.6,9047,5003,TCP,0,27,07c9c12a,2026-04-11T17:04:14.834561,10,193,5.029,966.91,7.7249e-06,0.91125,126898.0,small,medium
195.31,10.0.102.12,10.0.102.2,1141,5001,TCP,0,29,f7ddbb3b,2026-04-11T17:04:16.409590,10,195,4.939,976.74,7.587e-06,2.2825,145589.0,small,medium
195.385,10.0.104.5,10.0.104.6,21824,5001,TCP,0,26,e8c5a867,2026-04-11T17:04:16.485141,10,195,4.939,976.74,7.587e-06,0.8797499999999999,19988.0,small,small
195.698,10.0.100.13,10.0.102.13,15750,5003,TCP,1,29,c12e6ad6,2026-04-11T17:04:16.798062,10,195,4.939,976.74,7.587e-06,4.61,544076.0,medium,medium
197.608,10.0.102.13,10.0.104.5,7992,443,TCP,0,17,79b0a298,2026-04-11T17:04:18.708293,10,197,5.238,986.93,8.0461e-06,1.5387,101803.0,small,small
199.905,10.0.100.9,10.0.104.6,17018,443,TCP,0,20,842c9eb7,2026-04-11T17:04:21.004738,10,199,4.885,996.96,7.5037e-06,0.3225,106277.0,small,medium
201.043,10.0.104.2,10.0.102.12,9234,8443,TCP,0,18,4e8a5bab,2026-04-11T17:04:22.143319,10,201,5.013,1007.03,7.7005e-06,1.1246999999999998,65623.0,small,small
202.358,10.0.102.6,10.0.100.5,30536,8080,TCP,0,25,26b70ad6,2026-04-11T17:04:23.457844,10,202,5.082,1012.11,7.8059e-06,0.87745,22250.0,small,small
202.946,10.0.102.5,10.0.100.2,56699,8080,TCP,0,19,3124032f,2026-04-11T17:04:24.046139,10,202,5.082,1012.11,7.8059e-06,1.7963,70457.0,small,small
203.005,10.0.104.2,10.0.100.5,59528,8443,OTHER,1,22,341c9af7,2026-04-11T17:04:24.105430,10,203,5.187,1017.3,7.9677e-06,,,,medium
208.123,10.0.100.5,10.0.102.6,54907,5001,TCP,0,10,d3e217be,2026-04-11T17:04:29.222806,10,208,4.864,1041.87,7.4718e-06,7.303400000000001,1459723.0,medium,large
209.35,10.0.100.2,10.0.104.6,31346,5001,TCP,0,10,00a8ae7a,2026-04-11T17:04:30.450366,10,209,4.972,1046.84,7.6367e-06,1.0971,32105.0,small,small
209.479,10.0.100.9,10.0.102.6,34854,443,TCP,0,19,7121fb79,2026-04-11T17:04:30.579148,10,209,4.972,1046.84,7.6367e-06,0.33125000000000004,142454.0,small,medium
210.456,10.0.102.5,10.0.100.6,18885,5001,TCP,0,22,3ea0af79,2026-04-11T17:04:31.556063,10,210,5.13,1051.97,7.8795e-06,0.5428,84743.0,small,small
212.423,10.0.102.13,10.0.104.9,52655,5003,TCP,0,18,7b802ac5,2026-04-11T17:04:33.523029,10,212,4.951,1061.84,7.6046e-06,57.3066,19925455.0,large,large
213.349,10.0.102.12,10.0.102.13,50919,5003,TCP,1,19,997b9927,2026-04-11T17:04:34.448737,10,213,4.787,1066.63,7.3522e-06,0.92575,61179.0,small,small
213.947,10.0.102.2,10.0.100.12,27459,443,TCP,0,22,86f57f61,2026-04-11T17:04:35.047021,10,213,4.787,1066.63,7.3522e-06,1.41125,144276.0,small,medium
214.11,10.0.100.13,10.0.102.2,21844,80,TCP,0,20,760afb43,2026-04-11T17:04:35.209846,10,214,5.016,1071.65,7.7049e-06,2.4544,1488901.0,medium,large
216.321,10.0.104.5,10.0.102.6,35400,8443,OTHER,0,17,af70c04d,2026-04-11T17:04:37.421240,10,216,5.06,1081.9,7.7719e-06,,,,medium
219.97,10.0.102.12,10.0.104.6,19325,8443,TCP,0,14,a8a4edba,2026-04-11T17:04:41.069527,10,219,4.901,1096.83,7.5281e-06,0.78625,132720.0,small,medium
221.861,10.0.100.6,10.0.102.6,49371,8080,TCP,0,23,7b9e495d,2026-04-11T17:04:42.960942,10,221,5.173,1107.12,7.9459e-06,0.5393499999999999,94991.0,small,small
223.266,10.0.100.6,10.0.104.9,40819,5001,TCP,0,18,df8e1dcd,2026-04-11T17:04:44.365661,10,223,4.923,1117.13,7.5621e-06,1.4050000000000002,497344.0,medium,medium
224.711,10.0.100.12,10.0.102.6,8639,80,OTHER,0,18,0cd3dd59,2026-04-11T17:04:45.811278,10,224,5.007,1122.14,7.6906e-06,,,,medium
227.512,10.0.102.12,10.0.102.9,25141,443,TCP,0,20,21321388,2026-04-11T17:04:48.612034,10,227,5.143,1137.06,7.9e-06,0.5525,114992.0,small,medium
228.208,10.0.104.6,10.0.100.9,25214,5003,OTHER,1,19,6fbf89d8,2026-04-11T17:04:49.308106,10,228,5.196,1142.25,7.9805e-06,,,,medium
230.46,10.0.102.2,10.0.100.2,21299,8080,TCP,0,29,05790b40,2026-04-11T17:04:51.560287,10,230,5.034,1152.09,7.7324e-06,0.25989999999999996,37000.0,small,small
231.128,10.0.100.6,10.0.100.9,2745,5001,TCP,0,32,1d2567ea,2026-04-11T17:04:52.228413,10,231,4.855,1156.95,7.4566e-06,2.07625,131770.0,small,medium
232.027,10.0.102.13,10.0.102.6,54467,443,TCP,0,23,8b7f01e7,2026-04-11T17:04:53.126771,10,232,4.923,1161.87,7.5624e-06,3.7306,50918.0,small,small
233.785,10.0.102.2,10.0.100.9,27858,443,TCP,1,27,9708f43f,2026-04-11T17:04:54.885244,10,233,4.878,1166.75,7.4934e-06,0.7337499999999999,126922.0,small,medium
235.989,10.0.104.2,10.0.100.12,64263,5003,TCP,1,26,55fa2725,2026-04-11T17:04:57.089362,10,235,4.814,1176.35,7.3947e-06,0.745,112221.0,small,medium
237.182,10.0.102.6,10.0.100.2,55847,8443,TCP,0,24,dc07335d,2026-04-11T17:04:58.282047,10,237,4.975,1186.41,7.6416e-06,0.6808,10368.0,small,small
237.552,10.0.102.5,10.0.100.13,61924,5001,TCP,0,21,ff5e6590,2026-04-11T17:04:58.651952,10,237,4.975,1186.41,7.6416e-06,1.2137499999999999,132269.0,small,medium
239.511,10.0.102.13,10.0.102.5,19919,5003,TCP,0,20,bdda794d,2026-04-11T17:05:00.611297,10,239,5.23,1196.83,8.0333e-06,1.2397,90872.0,small,small
240.362,10.0.100.9,10.0.102.12,31447,80,OTHER,0,11,9968f473,2026-04-11T17:05:01.461551,10,240,4.514,1201.34,6.9331e-06,,,,medium
241.043,10.0.100.12,10.0.100.6,6257,80,TCP,0,33,099d13c2,2026-04-11T17:05:02.142521,10,241,5.181,1206.52,7.9575e-06,0.8797499999999999,74899.0,small,small
244.106,10.0.104.5,10.0.100.5,33005,8443,TCP,0,26,a50d9c97,2026-04-11T17:05:05.205589,10,244,5.103,1221.75,7.8377e-06,1.665,103705.0,small,medium
244.54,10.0.100.5,10.0.104.2,40998,5001,TCP,0,20,f2f3f30e,2026-04-11T17:05:05.639905,10,244,5.103,1221.75,7.8377e-06,0.6761999999999999,1191.0,small,small
245.395,10.0.100.6,10.0.100.13,5821,8080,TCP,1,33,d534367d,2026-04-11T17:05:06.494741,10,245,4.846,1226.59,7.444e-06,5.2234,1108560.0,medium,large
245.572,10.0.100.13,10.0.104.5,3483,8080,OTHER,0,6,17f50372,2026-04-11T17:05:06.671955,10,245,4.846,1226.59,7.444e-06,,,,medium
247.232,10.0.104.6,10.0.100.12,33074,5003,OTHER,1,5,b0a33365,2026-04-11T17:05:08.331797,10,247,4.741,1236.21,7.2827e-06,,,,medium
247.481,10.0.100.12,10.0.102.9,47932,5003,TCP,0,10,306e1c98,2026-04-11T17:05:08.581423,10,247,4.741,1236.21,7.2827e-06,0.44389999999999996,80975.0,small,small
247.674,10.0.104.9,10.0.104.2,10335,5001,OTHER,0,18,5383f762,2026-04-11T17:05:08.774168,10,247,4.741,1236.21,7.2827e-06,,,,medium
247.88,10.0.102.12,10.0.104.6,9387,443,TCP,0,33,039a3181,2026-04-11T17:05:08.980125,10,247,4.741,1236.21,7.2827e-06,0.8498499999999999,80853.0,small,small
248.417,10.0.102.12,10.0.100.13,18915,80,TCP,0,18,15b9a2a8,2026-04-11T17:05:09.516932,10,248,4.946,1241.15,7.5974e-06,0.6934499999999999,45619.0,small,small
249.159,10.0.100.2,10.0.104.9,60070,8443,TCP,0,24,83504e45,2026-04-11T17:05:10.258768,10,249,4.921,1246.07,7.5589e-06,0.73125,120489.0,small,medium
0.374,10.0.104.6,10.0.100.6,32167,5001,TCP,1,55,c0fa5681,2026-04-11T17:01:01.474221,30,0,15.152,15.15,2.3274e-05,7.69225,68312.0,small,small
0.51,10.0.102.9,10.0.102.12,15071,5003,TCP,1,70,00d67561,2026-04-11T17:01:01.610000,30,0,15.152,15.15,2.3274e-05,1.3514,76820.0,small,small
2.564,10.0.102.9,10.0.100.13,18051,80,OTHER,0,81,1cfac3fa,2026-04-11T17:01:03.663504,30,2,15.091,45.59,2.3179e-05,,,,medium
3.872,10.0.104.5,10.0.102.5,15107,5003,OTHER,0,62,f41574d5,2026-04-11T17:01:04.972121,30,3,15.05,60.64,2.3116e-05,,,,medium
4.188,10.0.102.13,10.0.102.9,2084,8080,TCP,1,90,528cfb5b,2026-04-11T17:01:05.288026,30,4,14.601,75.24,2.2428e-05,2.56215,84665.0,small,small
4.449,10.0.102.13,10.0.102.5,39166,5001,OTHER,0,61,17509d12,2026-04-11T17:01:05.548687,30,4,14.601,75.24,2.2428e-05,,,,medium
6.794,10.0.102.12,10.0.100.13,42613,8443,TCP,2,56,264bc025,2026-04-11T17:01:07.893795,30,6,14.616,104.9,2.245e-05,1.1375,143124.0,small,medium
7.466,10.0.102.9,10.0.102.2,35746,443,TCP,0,72,c6f9bc0d,2026-04-11T17:01:08.566264,30,7,14.956,119.86,2.2973e-05,3.3495,43847.0,small,small
8.54,10.0.102.5,10.0.102.12,40402,8080,TCP,2,65,05efac1e,2026-04-11T17:01:09.640272,30,8,13.999,133.86,2.1502e-05,1.02515,84317.0,small,small
9.201,10.0.100.9,10.0.102.2,14397,443,TCP,1,55,0eca1434,2026-04-11T17:01:10.300604,30,9,14.808,148.66,2.2745e-05,1.5529499999999998,79577.0,small,small
9.643,10.0.102.9,10.0.104.5,52095,5001,TCP,0,67,2c121c90,2026-04-11T17:01:10.743206,30,9,14.808,148.66,2.2745e-05,3.7362499999999996,135983.0,small,medium
12.443,10.0.100.6,10.0.102.9,62388,5003,TCP,0,81,f38fc387,2026-04-11T17:01:13.542786,30,12,14.068,193.19,2.1608e-05,6.00075,355644.0,medium,medium
12.482,10.0.102.6,10.0.102.13,34292,5001,TCP,1,101,7f6653c8,2026-04-11T17:01:13.581549,30,12,14.068,193.19,2.1608e-05,1.4645,5383.0,small,small
13.135,10.0.102.12,10.0.100.9,19221,5003,TCP,1,85,d8b493e9,2026-04-11T17:01:14.234998,30,13,14.974,208.17,2.2999e-05,10.6855,242947.0,medium,medium
13.992,10.0.102.6,10.0.104.5,20935,443,TCP,2,72,0779b9bc,2026-04-11T17:01:15.091573,30,13,14.974,208.17,2.2999e-05,2.59985,18319.0,small,small
14.128,10.0.102.2,10.0.100.12,56352,8443,TCP,1,71,702e93d8,2026-04-11T17:01:15.227935,30,14,15.017,223.18,2.3065e-05,0.98165,50114.0,small,small
14.18,10.0.100.13,10.0.100.2,54576,443,OTHER,2,67,c05c45de,2026-04-11T17:01:15.280213,30,14,15.017,223.18,2.3065e-05,,,,medium
16.299,10.0.100.9,10.0.102.2,50153,5001,TCP,0,60,cd56ce40,2026-04-11T17:01:17.399184,30,16,15.491,253.42,2.3795e-05,4.26155,52683.0,small,small
16.459,10.0.104.5,10.0.100.6,34676,80,TCP,1,63,5c295301,2026-04-11T17:01:17.558802,30,16,15.491,253.42,2.3795e-05,0.5635,137418.0,small,medium
19.24,10.0.104.2,10.0.102.5,56075,5001,OTHER,0,86,2385414a,2026-04-11T17:01:20.339802,30,19,14.272,297.35,2.1922e-05,,,,medium
21.109,10.0.102.2,10.0.100.6,21203,8443,TCP,1,60,58ae848b,2026-04-11T17:01:22.209132,30,21,15.465,327.81,2.3754e-05,1.3137,46565.0,small,small
22.51,10.0.104.5,10.0.100.5,36867,80,TCP,0,77,77dd6a24,2026-04-11T17:01:23.609510,30,22,14.748,342.56,2.2653e-05,2.0404999999999998,141907.0,small,medium
24.7,10.0.100.6,10.0.100.12,62931,8443,TCP,3,47,c0cb314b,2026-04-11T17:01:25.800072,30,24,14.215,371.87,2.1834e-05,1.8777499999999998,116994.0,small,medium
25.014,10.0.102.2,10.0.102.13,18194,8443,TCP,1,76,78bb05fe,2026-04-11T17:01:26.114089,30,25,14.462,386.33,2.2213e-05,2.0705999999999998,77436.0,small,small
26.025,10.0.100.2,10.0.102.13,54071,443,TCP,0,51,932e4289,2026-04-11T17:01:27.125250,30,26,15.019,401.35,2.3069e-05,6.167,639978.0,medium,medium
26.858,10.0.104.9,10.0.100.13,28515,443,TCP,0,61,2ba271f3,2026-04-11T17:01:27.958006,30,26,15.019,401.35,2.3069e-05,3.2465499999999996,76389.0,small,small
27.484,10.0.104.6,10.0.100.13,41456,8080,TCP,1,81,b7da8b78,2026-04-11T17:01:28.583561,30,27,14.631,415.98,2.2473e-05,2.6230499999999997,12961.0,small,small
28.506,10.0.104.2,10.0.100.5,2074,8080,TCP,2,67,0450e7cf,2026-04-11T17:01:29.605658,30,28,15.449,431.43,2.3729e-05,2.1083,73825.0,small,small
29.57,10.0.100.12,10.0.104.9,13680,8080,OTHER,0,92,7d9fe24e,2026-04-11T17:01:30.670225,30,29,14.641,446.07,2.2489e-05,,,,medium
38.173,10.0.102.9,10.0.104.2,21100,80,OTHER,4,65,6afee3e0,2026-04-11T17:01:39.272998,30,38,14.709,582.8,2.2592e-05,,,,medium
40.169,10.0.100.13,10.0.102.5,40267,5001,OTHER,1,64,85da925a,2026-04-11T17:01:41.268538,30,40,14.871,611.88,2.2842e-05,,,,medium
42.717,10.0.102.2,10.0.100.9,24120,443,TCP,0,58,453485bd,2026-04-11T17:01:43.817255,30,42,15.03,642.24,2.3086e-05,2.53315,1617.0,small,small
42.718,10.0.100.13,10.0.100.9,28739,443,TCP,1,81,4d89d13e,2026-04-11T17:01:43.817657,30,42,15.03,642.24,2.3086e-05,1.74435,81774.0,small,small
42.94,10.0.102.6,10.0.104.6,55827,5003,TCP,1,73,8269aa78,2026-04-11T17:01:44.039704,30,42,15.03,642.24,2.3086e-05,1.9444499999999998,2821.0,small,small
45.557,10.0.102.12,10.0.102.2,29559,5001,TCP,1,63,62b8eed0,2026-04-11T17:01:46.657207,30,45,14.485,687.04,2.2249e-05,4.04695,78039.0,small,small
45.725,10.0.104.6,10.0.102.2,34342,443,TCP,0,58,d0ab7ce9,2026-04-11T17:01:46.824585,30,45,14.485,687.04,2.2249e-05,2.2039999999999997,23969.0,small,small
47.464,10.0.100.9,10.0.100.5,54895,80,TCP,2,62,f8e4ccdc,2026-04-11T17:01:48.564128,30,47,15.323,717.68,2.3536e-05,3.4698499999999997,74360.0,small,small
49.008,10.0.104.5,10.0.100.2,51722,8080,TCP,0,107,d0548145,2026-04-11T17:01:50.108205,30,49,14.715,747.91,2.2603e-05,1.9985,119925.0,small,medium
49.65,10.0.100.6,10.0.102.13,63357,8080,TCP,3,46,7d37b7e9,2026-04-11T17:01:50.750090,30,49,14.715,747.91,2.2603e-05,2.3135000000000003,116587.0,small,medium
49.683,10.0.100.6,10.0.102.9,12174,8080,TCP,4,67,9cf7496c,2026-04-11T17:01:50.783004,30,49,14.715,747.91,2.2603e-05,2.3779999999999997,76538.0,small,small
49.834,10.0.100.9,10.0.102.6,12506,80,TCP,2,61,71ec75b6,2026-04-11T17:01:50.933952,30,49,14.715,747.91,2.2603e-05,3.3596500000000002,29993.0,small,small
50.489,10.0.100.13,10.0.100.12,33356,443,TCP,1,80,ed42d7a1,2026-04-11T17:01:51.589094,30,50,14.652,762.56,2.2505e-05,4.2079,26146.0,small,small
52.0,10.0.104.5,10.0.100.6,27109,80,OTHER,1,75,e4e9fd65,2026-04-11T17:01:53.099761,30,51,15.067,777.63,2.3142e-05,,,,medium
53.221,10.0.102.9,10.0.102.2,48424,80,OTHER,1,89,8829ad08,2026-04-11T17:01:54.321003,30,53,15.433,808.23,2.3705e-05,,,,medium
53.378,10.0.102.5,10.0.104.5,2555,8080,TCP,1,75,40f1a017,2026-04-11T17:01:54.477665,30,53,15.433,808.23,2.3705e-05,2.1851499999999997,69248.0,small,small
53.384,10.0.102.2,10.0.100.2,45947,5001,OTHER,0,65,f9420da5,2026-04-11T17:01:54.483967,30,53,15.433,808.23,2.3705e-05,,,,medium
58.037,10.0.100.6,10.0.104.2,53013,5001,TCP,1,58,71511647,2026-04-11T17:01:59.136608,30,58,15.324,884.08,2.3538e-05,2.6129,16111.0,small,small
58.085,10.0.100.9,10.0.102.13,16292,5003,OTHER,3,52,d61a0efe,2026-04-11T17:01:59.185378,30,58,15.324,884.08,2.3538e-05,,,,medium
58.602,10.0.104.6,10.0.102.5,36780,80,OTHER,1,78,cdf3d554,2026-04-11T17:01:59.701849,30,58,15.324,884.08,2.3538e-05,,,,medium
59.674,10.0.102.6,10.0.102.5,2291,8443,TCP,1,73,b2b94868,2026-04-11T17:02:00.773608,30,59,13.485,897.57,2.0714e-05,2.77675,87636.0,small,small
60.953,10.0.102.2,10.0.100.12,46397,5003,TCP,1,89,1167fe95,2026-04-11T17:02:02.052834,30,60,15.079,912.65,2.3161e-05,1.23375,143667.0,small,medium
61.188,10.0.100.9,10.0.102.2,47969,80,TCP,2,64,828cac23,2026-04-11T17:02:02.287908,30,61,14.357,927.01,2.2053e-05,1.30645,70261.0,small,small
62.032,10.0.100.5,10.0.100.6,2591,80,TCP,0,64,f60a9030,2026-04-11T17:02:03.131772,30,62,14.904,941.91,2.2892e-05,18.938499999999998,382678.0,medium,medium
68.132,10.0.102.2,10.0.104.9,17349,8080,TCP,0,92,91f1d914,2026-04-11T17:02:09.232269,30,68,14.804,1031.65,2.274e-05,13.719999999999999,909171.0,medium,medium
69.834,10.0.102.5,10.0.104.5,42991,5001,TCP,0,63,cdd62375,2026-04-11T17:02:10.933590,30,69,14.368,1046.02,2.2069e-05,7.1225000000000005,364119.0,medium,medium
71.253,10.0.100.12,10.0.104.6,61392,80,TCP,2,60,92c98ebb,2026-04-11T17:02:12.352650,30,71,14.52,1075.08,2.2303e-05,1.9355000000000002,134567.0,small,medium
71.259,10.0.102.5,10.0.104.9,2989,5003,TCP,2,82,90050e1e,2026-04-11T17:02:12.358605,30,71,14.52,1075.08,2.2303e-05,22.083699999999997,1168512.0,medium,large
71.332,10.0.102.13,10.0.102.9,1827,443,TCP,0,89,727d705e,2026-04-11T17:02:12.431982,30,71,14.52,1075.08,2.2303e-05,4.96335,71073.0,small,small
73.191,10.0.102.5,10.0.102.12,1635,5003,OTHER,1,60,c58522d2,2026-04-11T17:02:14.290997,30,73,14.629,1105.02,2.2471e-05,,,,medium
75.876,10.0.100.5,10.0.102.9,10621,5003,OTHER,2,48,e0d8c953,2026-04-11T17:02:16.976091,30,75,15.295,1135.54,2.3493e-05,,,,medium
75.926,10.0.100.9,10.0.102.13,29362,5001,TCP,1,94,6cb014e1,2026-04-11T17:02:17.026041,30,75,15.295,1135.54,2.3493e-05,9.4715,1114398.0,medium,large
76.336,10.0.100.12,10.0.102.13,59025,8443,TCP,0,74,a950fa49,2026-04-11T17:02:17.436075,30,76,14.627,1150.17,2.2467e-05,2.73325,92923.0,small,small
76.836,10.0.102.6,10.0.102.9,20487,443,TCP,1,63,e3a1fd95,2026-04-11T17:02:17.935720,30,76,14.627,1150.17,2.2467e-05,101.8894,23449896.0,large,large
78.017,10.0.104.5,10.0.102.13,20342,8443,TCP,0,55,c0675075,2026-04-11T17:02:19.116510,30,78,15.236,1180.64,2.3403e-05,2.7462999999999997,30198.0,small,small
79.005,10.0.102.13,10.0.104.6,47862,5003,TCP,1,48,120689d8,2026-04-11T17:02:20.104823,30,79,15.191,1195.84,2.3333e-05,1.5529499999999998,19854.0,small,small
79.993,10.0.100.9,10.0.102.12,55344,80,TCP,3,67,fc48f3de,2026-04-11T17:02:21.093154,30,79,15.191,1195.84,2.3333e-05,1.4514499999999997,15918.0,small,small
81.744,10.0.100.2,10.0.100.9,36513,5001,TCP,2,79,cfcfe50d,2026-04-11T17:02:22.843513,30,81,15.139,1225.66,2.3253e-05,1.32385,28201.0,small,small
82.963,10.0.104.5,10.0.100.12,49158,80,TCP,0,63,3cc95d08,2026-04-11T17:02:24.063361,30,82,14.242,1239.9,2.1876e-05,0.7454999999999999,133848.0,small,medium
83.237,10.0.100.6,10.0.100.5,57899,80,TCP,1,78,c41b2817,2026-04-11T17:02:24.337252,30,83,14.525,1254.43,2.231e-05,1.77335,57053.0,small,small
87.914,10.0.102.5,10.0.104.2,38590,443,TCP,1,69,d9bf63a5,2026-04-11T17:02:29.013975,30,87,14.536,1315.01,2.2328e-05,1.7429,78359.0,small,small
88.291,10.0.100.6,10.0.102.12,36627,5001,OTHER,0,64,1f4550d2,2026-04-11T17:02:29.390974,30,88,15.471,1330.48,2.3764e-05,,,,medium
90.155,10.0.102.13,10.0.104.5,37788,5001,TCP,0,74,3a749f1e,2026-04-11T17:02:31.254903,30,90,15.59,1360.92,2.3946e-05,2.5128500000000003,45807.0,small,small
90.455,10.0.104.6,10.0.102.6,64831,8080,TCP,2,61,b2e56d1c,2026-04-11T17:02:31.555078,30,90,15.59,1360.92,2.3946e-05,58.430699999999995,22106644.0,large,large
91.193,10.0.100.6,10.0.102.13,26332,8443,TCP,1,83,131789d0,2026-04-11T17:02:32.292633,30,91,14.664,1375.58,2.2523e-05,2.0444999999999998,44804.0,small,small
91.399,10.0.100.9,10.0.102.2,62230,8080,TCP,0,68,8221c298,2026-04-11T17:02:32.498751,30,91,14.664,1375.58,2.2523e-05,2.4606500000000002,84293.0,small,small
91.538,10.0.100.5,10.0.102.5,14926,5003,TCP,1,69,402d436b,2026-04-11T17:02:32.637980,30,91,14.664,1375.58,2.2523e-05,12.12925,919724.0,medium,medium
91.685,10.0.104.6,10.0.104.9,7346,443,TCP,0,65,8eef51e2,2026-04-11T17:02:32.785212,30,91,14.664,1375.58,2.2523e-05,13.494250000000001,702653.0,medium,medium
92.258,10.0.102.12,10.0.100.13,45156,80,TCP,0,93,a6caeb42,2026-04-11T17:02:33.358330,30,92,15.164,1390.75,2.3291e-05,2.1605,47722.0,small,small
92.888,10.0.100.6,10.0.100.13,40375,80,TCP,2,50,19e2a663,2026-04-11T17:02:33.988103,30,92,15.164,1390.75,2.3291e-05,1.1007500000000001,119163.0,small,medium
93.405,10.0.100.2,10.0.100.12,12445,80,OTHER,0,75,26934e88,2026-04-11T17:02:34.505019,30,93,15.136,1405.88,2.3249e-05,,,,medium
98.306,10.0.102.6,10.0.100.6,28606,443,TCP,2,83,c1a7a889,2026-04-11T17:02:39.406314,30,98,15.473,1481.95,2.3766e-05,1.2020499999999998,46033.0,small,small
98.725,10.0.100.12,10.0.100.6,16632,5003,TCP,0,63,72011667,2026-04-11T17:02:39.824524,30,98,15.473,1481.95,2.3766e-05,1.0236999999999998,28377.0,small,small
99.087,10.0.104.6,10.0.104.2,40698,5003,OTHER,1,32,d833e915,2026-04-11T17:02:40.187381,30,99,15.568,1497.51,2.3913e-05,,,,medium
99.421,10.0.104.6,10.0.100.12,6033,80,TCP,0,78,1c88d59f,2026-04-11T17:02:40.521222,30,99,15.568,1497.51,2.3913e-05,1.2845,128215.0,small,medium
99.967,10.0.104.9,10.0.104.2,58719,8080,TCP,0,83,9a772dc3,2026-04-11T17:02:41.066842,30,99,15.568,1497.51,2.3913e-05,0.6901999999999999,35979.0,small,small
101.453,10.0.102.5,10.0.102.9,48211,8080,TCP,0,77,25787c93,2026-04-11T17:02:42.553187,30,101,15.37,1527.56,2.3608e-05,1.28615,90216.0,small,small
102.296,10.0.102.5,10.0.100.13,48962,443,TCP,1,74,8708511a,2026-04-11T17:02:43.396402,30,102,14.973,1542.54,2.2999e-05,1.421,34154.0,small,small
103.68,10.0.100.13,10.0.100.2,60016,8443,TCP,0,68,b56ee0be,2026-04-11T17:02:44.779536,30,103,15.2,1557.74,2.3347e-05,1.1049,59623.0,small,small
104.531,10.0.104.6,10.0.100.12,11047,8443,OTHER,0,61,740bca55,2026-04-11T17:02:45.631380,30,104,15.614,1573.35,2.3983e-05,,,,medium
106.698,10.0.100.2,10.0.104.6,14457,8443,TCP,0,69,4edf0976,2026-04-11T17:02:47.797949,30,106,14.742,1603.39,2.2644e-05,22.834,567222.0,medium,medium
107.92,10.0.102.13,10.0.102.6,34631,443,TCP,0,58,a9c75c0e,2026-04-11T17:02:49.019543,30,107,15.454,1618.84,2.3738e-05,5.11705,100315.0,small,small
108.934,10.0.102.12,10.0.102.9,3094,8080,TCP,1,68,df607448,2026-04-11T17:02:50.033743,30,108,15.428,1634.27,2.3698e-05,1.0758999999999999,52050.0,small,small
109.046,10.0.100.12,10.0.102.2,38036,5001,TCP,3,42,0c713d4e,2026-04-11T17:02:50.146045,30,109,15.479,1649.75,2.3776e-05,2.79125,64570.0,small,small
109.657,10.0.100.9,10.0.104.5,20576,443,TCP,1,70,a570d733,2026-04-11T17:02:50.757240,30,109,15.479,1649.75,2.3776e-05,2.01775,103794.0,small,medium
110.323,10.0.100.5,10.0.104.5,37750,8443,OTHER,1,60,a665bd8d,2026-04-11T17:02:51.423248,30,110,15.088,1664.84,2.3175e-05,,,,medium
111.281,10.0.102.6,10.0.102.2,2680,443,OTHER,0,49,c31d9d46,2026-04-11T17:02:52.381443,30,111,14.528,1679.36,2.2315e-05,,,,medium
111.648,10.0.102.5,10.0.104.6,39868,80,TCP,2,63,838c19d3,2026-04-11T17:02:52.748036,30,111,14.528,1679.36,2.2315e-05,7.9287,1058847.0,medium,large
113.887,10.0.100.5,10.0.100.9,53075,8443,TCP,3,51,2ba99f8e,2026-04-11T17:02:54.987308,30,113,14.491,1708.43,2.2258e-05,1.0933,3443.0,small,small
113.981,10.0.102.12,10.0.102.2,19021,8080,TCP,0,65,9718f33a,2026-04-11T17:02:55.080756,30,113,14.491,1708.43,2.2258e-05,1.0962,70090.0,small,small
116.731,10.0.100.2,10.0.104.6,2671,5003,TCP,3,80,f5adc7a8,2026-04-11T17:02:57.830845,30,116,14.811,1753.18,2.275e-05,2.6109999999999998,107151.0,small,medium
118.652,10.0.100.6,10.0.102.12,41732,8443,TCP,1,61,804191d7,2026-04-11T17:02:59.751762,30,118,15.331,1784.29,2.3548e-05,11.19475,378450.0,medium,medium
119.483,10.0.104.9,10.0.104.5,12133,5001,TCP,1,71,fcf6654b,2026-04-11T17:03:00.583003,30,119,14.894,1799.19,2.2877e-05,38.258399999999995,32144684.0,large,large
119.958,10.0.102.5,10.0.102.6,19536,443,TCP,1,77,4b8df142,2026-04-11T17:03:01.057590,30,119,14.894,1799.19,2.2877e-05,6.29475,710612.0,medium,medium
