timestamp_s,src_ip,dst_ip,src_port,dst_port,protocol,queue_depth_bytes,tx_link_util_0_255,flow_hash,datetime_iso,load_percent,time_sec,probes_per_sec,total_probes,overhead,fct_ms,flow_size_bytes,flow_type
31.782,10.0.104.10,10.0.101.3,62707,5003,TCP,0,42,e69437a2,2026-04-11T17:01:32.782267,10,31,4.722,158.14,2.496e-05,1.302,3220.0,small
32.344,10.0.106.13,10.0.104.9,53880,5001,TCP,0,28,0987186e,2026-04-11T17:01:33.344170,10,32,5.101,161.01,2.5209e-05,1.082,10637.0,small
32.361,10.0.100.1,10.0.107.16,59254,5001,TCP,0,19,c67f361b,2026-04-11T17:01:33.360782,10,32,4.79,161.09,2.5761e-05,1.199,13976.0,small
32.846,10.0.106.13,10.0.104.9,53880,5001,TCP,0,24,0987186e,2026-04-11T17:01:33.846356,10,32,4.908,163.47,2.6324e-05,0.89,10637.0,small
32.872,10.0.100.1,10.0.107.16,59254,5001,TCP,0,36,c67f361b,2026-04-11T17:01:33.872053,10,32,5.031,163.6,2.5772e-05,1.311,13976.0,small
33.514,10.0.100.1,10.0.107.16,59254,5001,TCP,0,26,c67f361b,2026-04-11T17:01:34.513574,10,33,4.917,166.76,2.538e-05,0.993,13976.0,small
33.795,10.0.104.9,10.0.103.8,49311,5003,TCP,0,10,ddb391f0,2026-04-11T17:01:34.795055,10,33,4.833,168.12,2.6037e-05,0.904,5496.0,small
33.805,10.0.104.10,10.0.101.3,62707,5003,TCP,0,17,e69437a2,2026-04-11T17:01:34.804977,10,33,4.899,168.17,2.4707e-05,1.508,3220.0,small
33.911,10.0.106.13,10.0.104.9,53880,5001,TCP,0,30,0987186e,2026-04-11T17:01:34.910648,10,33,5.155,168.71,2.683e-05,0.846,10637.0,small
33.997,10.0.104.9,10.0.103.8,49311,5003,TCP,0,21,ddb391f0,2026-04-11T17:01:34.997105,10,33,5.135,169.15,2.4873e-05,1.16,5496.0,small
34.131,10.0.100.1,10.0.107.16,59254,5001,TCP,0,37,c67f361b,2026-04-11T17:01:35.130511,10,34,5.357,169.87,2.6056e-05,0.602,13976.0,small
34.223,10.0.104.9,10.0.102.5,62087,8080,TCP,0,11,7fc974b4,2026-04-11T17:01:35.222614,10,34,4.953,170.33,2.5965e-05,0.631,48107.0,small
34.602,10.0.100.1,224.0.0.1,0,0,OTHER,0,0,b5bfd26b,2026-04-11T17:01:35.602258,10,34,4.984,172.22,2.4969e-05,,,
35.282,10.0.104.9,10.0.102.5,62087,8080,TCP,0,27,7fc974b4,2026-04-11T17:01:36.281850,10,35,5.055,175.65,2.5726e-05,0.866,48107.0,small
35.48,10.0.102.5,224.0.0.1,0,0,OTHER,0,2,19b19002,2026-04-11T17:01:36.480269,10,35,4.798,176.6,2.5391e-05,,,
35.584,10.0.105.12,10.0.104.9,65297,5003,TCP,0,32,6eda5082,2026-04-11T17:01:36.584386,10,35,4.978,177.12,2.6622e-05,21.726,11628661.0,large
35.643,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,bf41fc47,2026-04-11T17:01:36.642597,10,35,5.07,177.42,2.5987e-05,,,
35.674,10.0.105.12,10.0.104.9,65297,5003,TCP,0,16,6eda5082,2026-04-11T17:01:36.674143,10,35,5.106,177.58,2.6048e-05,18.69,11628661.0,large
35.76,10.0.104.9,10.0.103.8,49311,5003,TCP,0,19,ddb391f0,2026-04-11T17:01:36.759846,10,35,5.067,178.01,2.6063e-05,1.434,5496.0,small
35.777,10.0.102.6,10.0.103.7,58379,5001,TCP,0,38,769670f9,2026-04-11T17:01:36.776506,10,35,5.179,178.1,2.5602e-05,1.116,10788.0,small
36.036,10.0.102.6,10.0.103.7,58379,5001,TCP,0,30,769670f9,2026-04-11T17:01:37.036285,10,36,5.022,179.4,2.5195e-05,1.349,10788.0,small
36.174,10.0.104.9,10.0.103.8,49311,5003,TCP,0,22,ddb391f0,2026-04-11T17:01:37.174356,10,36,4.917,180.08,2.5538e-05,1.055,5496.0,small
36.427,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,a5246343,2026-04-11T17:01:37.426972,10,36,4.859,181.31,2.5332e-05,,,
36.433,10.0.104.9,224.0.0.1,0,0,OTHER,0,1,0f24eb4f,2026-04-11T17:01:37.432904,10,36,4.911,181.34,2.5758e-05,,,
36.521,10.0.104.10,224.0.0.1,0,0,OTHER,0,1,06efb7ce,2026-04-11T17:01:37.520994,10,36,4.783,181.76,2.4553e-05,,,
36.611,10.0.104.10,224.0.0.1,0,0,OTHER,0,2,06efb7ce,2026-04-11T17:01:37.611335,10,36,4.801,182.19,2.6119e-05,,,
36.639,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,06efb7ce,2026-04-11T17:01:37.639411,10,36,4.747,182.33,2.6246e-05,,,
36.653,10.0.104.10,10.0.101.3,62707,5003,TCP,0,11,e69437a2,2026-04-11T17:01:37.652961,10,36,5.093,182.4,2.3893e-05,0.996,3220.0,small
36.704,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,059ac9ec,2026-04-11T17:01:37.704263,10,36,4.928,182.65,2.5868e-05,,,
37.002,10.0.104.10,10.0.101.3,62707,5003,TCP,0,29,e69437a2,2026-04-11T17:01:38.001596,10,37,5.134,184.18,2.4974e-05,0.879,3220.0,small
37.041,10.0.102.6,224.0.0.1,0,0,OTHER,0,0,5282c541,2026-04-11T17:01:38.041366,10,37,5.206,184.38,2.6787e-05,,,
37.05,10.0.106.13,10.0.104.9,53880,5001,TCP,0,37,0987186e,2026-04-11T17:01:38.049858,10,37,4.958,184.43,2.5613e-05,1.222,10637.0,small
37.212,10.0.106.13,10.0.104.9,53880,5001,TCP,0,27,0987186e,2026-04-11T17:01:38.211794,10,37,4.91,185.22,2.5295e-05,0.949,10637.0,small
37.336,10.0.106.13,10.0.104.9,53880,5001,TCP,0,27,0987186e,2026-04-11T17:01:38.336424,10,37,4.98,185.84,2.5614e-05,1.172,10637.0,small
37.442,10.0.100.1,10.0.107.16,59254,5001,TCP,0,35,c67f361b,2026-04-11T17:01:38.441651,10,37,4.765,186.34,2.6628e-05,0.897,13976.0,small
37.641,10.0.104.10,224.0.0.1,0,0,OTHER,0,1,06efb7ce,2026-04-11T17:01:38.641423,10,37,4.977,187.34,2.368e-05,,,
37.899,10.0.103.8,224.0.0.1,0,0,OTHER,0,2,f4c14cd2,2026-04-11T17:01:38.899498,10,37,4.949,188.61,2.6199e-05,,,
38.049,10.0.105.12,10.0.104.9,65297,5003,TCP,0,13,6eda5082,2026-04-11T17:01:39.048657,10,38,5.19,189.39,2.5929e-05,27.714,11628661.0,large
55.1,10.0.104.10,224.0.0.1,0,0,OTHER,0,4,06efb7ce,2026-04-11T17:01:56.100000,30,55,5.1,0.01,2.6852e-05,,,
55.181,10.0.103.7,224.0.0.1,0,0,OTHER,0,5,e018ff0c,2026-04-11T17:01:56.180609,30,55,4.903,0.4,2.6156e-05,,,
55.227,10.0.103.8,10.0.102.5,60720,5001,TCP,1,65,6d6a2eb0,2026-04-11T17:01:56.226839,30,55,4.832,0.62,2.7146e-05,0.592,9175.0,small
55.277,10.0.103.7,224.0.0.1,0,0,OTHER,0,2,e018ff0c,2026-04-11T17:01:56.276928,30,55,5.004,0.87,2.4791e-05,,,
55.6,10.0.106.13,224.0.0.1,0,0,OTHER,0,4,31161442,2026-04-11T17:01:56.599574,30,55,5.025,2.5,2.5031e-05,,,
55.604,10.0.107.15,10.0.101.4,52240,5002,TCP,0,76,898e6114,2026-04-11T17:01:56.604098,30,55,5.11,2.52,2.5645e-05,1.192,12106.0,small
55.622,10.0.107.16,224.0.0.1,0,0,OTHER,0,2,a5246343,2026-04-11T17:01:56.621969,30,55,4.85,2.61,2.4835e-05,,,
56.238,10.0.100.1,10.0.104.10,51529,5001,TCP,0,89,5455dc50,2026-04-11T17:01:57.238129,30,56,5.067,5.73,2.6324e-05,5.785,384365.0,medium
56.321,10.0.103.7,10.0.103.8,52202,5002,TCP,1,89,770646da,2026-04-11T17:01:57.321162,30,56,5.211,6.16,2.4568e-05,4.008,1092888.0,medium
56.561,10.0.103.7,10.0.102.5,57518,8080,TCP,0,86,45e4eac1,2026-04-11T17:01:57.560826,30,56,5.17,7.4,2.6565e-05,1.499,14908.0,small
56.679,10.0.105.11,10.0.102.5,49703,8443,TCP,0,70,fb7760ae,2026-04-11T17:01:57.679019,30,56,4.854,7.97,2.5247e-05,0.805,2410.0,small
57.194,10.0.100.2,10.0.103.7,55103,5001,TCP,0,72,661fd1e0,2026-04-11T17:01:58.194180,30,57,4.838,10.47,2.5406e-05,0.855,4694.0,small
57.248,10.0.103.7,10.0.102.5,57518,8080,TCP,0,61,45e4eac1,2026-04-11T17:01:58.247803,30,57,4.71,10.72,2.6224e-05,1.213,14908.0,small
57.814,10.0.102.5,10.0.103.8,60147,8080,TCP,0,81,48406887,2026-04-11T17:01:58.813738,30,57,4.755,13.41,2.3779e-05,0.846,6034.0,small
57.821,10.0.100.2,10.0.103.7,55103,5001,TCP,0,72,661fd1e0,2026-04-11T17:01:58.820776,30,57,5.044,13.44,2.705e-05,1.007,4694.0,small
58.01,10.0.105.12,224.0.0.1,0,0,OTHER,0,6,059ac9ec,2026-04-11T17:01:59.009967,30,58,5.227,14.43,2.734e-05,,,
58.064,10.0.101.3,10.0.101.4,64813,5003,TCP,0,62,fbf36879,2026-04-11T17:01:59.064014,30,58,5.167,14.71,2.5566e-05,5.847,234413.0,medium
58.678,10.0.105.11,224.0.0.1,0,0,OTHER,0,2,33a435ee,2026-04-11T17:01:59.677640,30,58,5.273,17.95,2.5644e-05,,,
58.68,10.0.103.7,10.0.102.6,61696,5003,TCP,0,91,823a8932,2026-04-11T17:01:59.679651,30,58,5.045,17.96,2.6101e-05,1.217,3984.0,small
58.734,10.0.106.14,224.0.0.1,0,0,OTHER,0,2,7b39a362,2026-04-11T17:01:59.734016,30,58,4.972,18.23,2.5246e-05,,,
58.802,10.0.103.7,10.0.102.6,61696,5003,TCP,0,76,823a8932,2026-04-11T17:01:59.802117,30,58,4.926,18.56,2.4945e-05,1.776,3984.0,small
58.989,10.0.101.3,224.0.0.1,0,0,OTHER,0,4,e64c1c74,2026-04-11T17:01:59.988635,30,58,4.964,19.49,2.4927e-05,,,
59.459,10.0.105.11,10.0.102.5,49703,8443,TCP,2,82,fb7760ae,2026-04-11T17:02:00.459347,30,59,5.0,21.84,2.5612e-05,1.037,2410.0,small
59.552,10.0.103.7,10.0.102.6,61696,5003,TCP,0,73,823a8932,2026-04-11T17:02:00.552344,30,59,5.062,22.31,2.6189e-05,1.43,3984.0,small
59.824,10.0.106.14,10.0.105.11,56055,5001,TCP,0,53,f0abf013,2026-04-11T17:02:00.824341,30,59,4.782,23.62,2.4451e-05,7.637,1001226.0,medium
59.906,10.0.103.7,10.0.102.6,61696,5003,TCP,1,56,823a8932,2026-04-11T17:02:00.905787,30,59,4.928,24.02,2.6144e-05,0.978,3984.0,small
59.908,10.0.102.5,10.0.103.8,60147,8080,TCP,0,85,48406887,2026-04-11T17:02:00.907994,30,59,5.042,24.03,2.5781e-05,1.217,6034.0,small
59.938,10.0.101.4,224.0.0.1,0,0,OTHER,0,3,38dc0d27,2026-04-11T17:02:00.938253,30,59,4.975,24.18,2.5223e-05,,,
60.141,10.0.106.14,10.0.106.13,58742,5001,TCP,0,88,7db80b32,2026-04-11T17:02:01.141264,30,60,4.986,25.19,2.5857e-05,1.088,35279.0,small
60.156,10.0.102.5,10.0.103.8,60147,8080,TCP,1,71,48406887,2026-04-11T17:02:01.156076,30,60,4.721,25.26,2.4847e-05,1.227,6034.0,small
60.228,10.0.101.4,10.0.107.16,49949,5002,TCP,0,65,b6ab9dc4,2026-04-11T17:02:01.227836,30,60,5.065,25.62,2.4986e-05,1.022,3293.0,small
60.333,10.0.100.1,224.0.0.1,0,0,OTHER,0,2,b5bfd26b,2026-04-11T17:02:01.332594,30,60,5.131,26.16,2.4841e-05,,,
60.6,10.0.103.7,10.0.103.8,52202,5002,TCP,0,78,770646da,2026-04-11T17:02:01.600061,30,60,5.152,27.54,2.5709e-05,4.811,1092888.0,medium
60.631,10.0.105.11,10.0.102.5,49703,8443,TCP,0,69,fb7760ae,2026-04-11T17:02:01.630585,30,60,5.099,27.69,2.6289e-05,1.486,2410.0,small
60.694,10.0.106.14,10.0.106.13,58742,5001,TCP,1,82,7db80b32,2026-04-11T17:02:01.693998,30,60,5.147,28.02,2.397e-05,1.291,35279.0,small
61.204,10.0.103.7,10.0.102.5,57518,8080,TCP,0,68,45e4eac1,2026-04-11T17:02:02.203593,30,61,4.852,30.49,2.5329e-05,1.583,14908.0,small
61.211,10.0.106.13,10.0.102.6,53084,5002,TCP,0,72,b5801163,2026-04-11T17:02:02.210786,30,61,5.046,30.53,2.7261e-05,4.483,163557.0,medium
61.531,10.0.101.4,10.0.100.1,55335,5001,TCP,0,76,90b70f82,2026-04-11T17:02:02.531111,30,61,5.077,32.16,2.4515e-05,1.04,36050.0,small
62.159,10.0.101.4,10.0.100.1,55335,5001,TCP,2,70,90b70f82,2026-04-11T17:02:03.158695,30,62,5.127,35.37,2.6238e-05,1.043,36050.0,small
62.332,10.0.106.14,10.0.105.11,56055,5001,TCP,0,61,f0abf013,2026-04-11T17:02:03.332251,30,62,4.693,36.19,2.4903e-05,7.89,1001226.0,medium
62.539,10.0.103.7,10.0.103.8,52202,5002,TCP,0,78,770646da,2026-04-11T17:02:03.539427,30,62,4.986,37.22,2.6024e-05,5.726,1092888.0,medium
62.557,10.0.107.15,10.0.101.4,52240,5002,TCP,0,68,898e6114,2026-04-11T17:02:03.556863,30,62,4.874,37.31,2.4729e-05,1.181,12106.0,small
62.941,10.0.106.14,10.0.105.11,56055,5001,TCP,0,98,f0abf013,2026-04-11T17:02:03.940747,30,62,5.256,39.32,2.4841e-05,6.619,1001226.0,medium
63.107,10.0.106.13,10.0.104.9,59120,5002,TCP,1,65,11dfed96,2026-04-11T17:02:04.107459,30,63,5.232,40.2,2.5772e-05,1.527,16102.0,small
63.115,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,059ac9ec,2026-04-11T17:02:04.115288,30,63,5.073,40.24,2.6391e-05,,,
63.126,10.0.101.4,10.0.100.1,55335,5001,TCP,2,78,90b70f82,2026-04-11T17:02:04.125767,30,63,4.899,40.29,2.5056e-05,1.08,36050.0,small
63.159,10.0.104.9,224.0.0.1,0,0,OTHER,0,1,0f24eb4f,2026-04-11T17:02:04.159339,30,63,4.882,40.45,2.5194e-05,,,
63.403,10.0.100.1,10.0.104.10,51529,5001,TCP,0,72,5455dc50,2026-04-11T17:02:04.403128,30,63,5.187,41.72,2.4961e-05,6.244,384365.0,medium
63.656,10.0.102.5,10.0.103.8,60147,8080,TCP,0,75,48406887,2026-04-11T17:02:04.656429,30,63,4.92,42.96,2.5743e-05,0.896,6034.0,small
64.468,10.0.105.11,10.0.102.5,49703,8443,TCP,0,76,fb7760ae,2026-04-11T17:02:05.468277,30,64,4.998,47.02,2.5225e-05,1.232,2410.0,small
64.495,10.0.100.2,224.0.0.1,0,0,OTHER,0,2,727e1632,2026-04-11T17:02:05.494791,30,64,5.215,47.16,2.4371e-05,,,
64.801,10.0.107.15,10.0.101.4,52240,5002,TCP,0,86,898e6114,2026-04-11T17:02:05.800787,30,64,5.066,48.71,2.7238e-05,1.669,12106.0,small
64.892,10.0.102.6,224.0.0.1,0,0,OTHER,0,6,5282c541,2026-04-11T17:02:05.891531,30,64,4.951,49.16,2.6834e-05,,,
64.941,10.0.107.15,10.0.101.4,52240,5002,TCP,1,51,898e6114,2026-04-11T17:02:05.940698,30,64,5.079,49.41,2.4648e-05,0.865,12106.0,small
65.047,10.0.100.2,10.0.103.7,55103,5001,TCP,0,76,661fd1e0,2026-04-11T17:02:06.047219,30,65,5.107,49.95,2.5705e-05,1.842,4694.0,small
65.719,10.0.105.12,224.0.0.1,0,0,OTHER,0,3,059ac9ec,2026-04-11T17:02:06.719086,30,65,5.303,53.51,2.6204e-05,,,
66.031,10.0.101.4,10.0.107.16,49949,5002,TCP,0,69,b6ab9dc4,2026-04-11T17:02:07.030913,30,66,4.949,55.06,2.48e-05,1.256,3293.0,small
66.717,10.0.103.7,10.0.103.8,52202,5002,TCP,0,77,770646da,2026-04-11T17:02:07.716578,30,66,4.967,58.46,2.641e-05,5.125,1092888.0,medium
66.718,10.0.100.2,10.0.103.7,55103,5001,TCP,0,82,661fd1e0,2026-04-11T17:02:07.718416,30,66,5.089,58.47,2.5964e-05,1.247,4694.0,small
66.72,10.0.106.13,10.0.104.9,59120,5002,TCP,0,72,11dfed96,2026-04-11T17:02:07.720031,30,66,5.087,58.48,2.5526e-05,1.125,16102.0,small
67.23,10.0.106.14,10.0.106.13,58742,5001,TCP,0,79,7db80b32,2026-04-11T17:02:08.229897,30,67,4.947,61.0,2.589e-05,2.006,35279.0,small
67.234,10.0.104.9,224.0.0.1,0,0,OTHER,0,5,0f24eb4f,2026-04-11T17:02:08.234047,30,67,4.969,61.02,2.576e-05,,,
67.279,10.0.106.13,10.0.104.9,59120,5002,TCP,0,70,11dfed96,2026-04-11T17:02:08.279328,30,67,4.917,61.25,2.6113e-05,1.2,16102.0,small
67.375,10.0.102.6,224.0.0.1,0,0,OTHER,0,4,5282c541,2026-04-11T17:02:08.375114,30,67,5.249,61.75,2.5173e-05,,,
67.634,10.0.103.8,10.0.102.5,60720,5001,TCP,0,72,6d6a2eb0,2026-04-11T17:02:08.633645,30,67,4.788,62.99,2.4497e-05,0.728,9175.0,small
67.776,10.0.102.5,224.0.0.1,0,0,OTHER,0,2,19b19002,2026-04-11T17:02:08.775610,30,67,5.156,63.72,2.5786e-05,,,
67.784,10.0.101.3,10.0.101.4,64813,5003,TCP,2,78,fbf36879,2026-04-11T17:02:08.783766,30,67,4.984,63.76,2.5741e-05,5.138,234413.0,medium
67.805,10.0.106.14,10.0.105.11,56055,5001,TCP,0,75,f0abf013,2026-04-11T17:02:08.804616,30,67,4.923,63.86,2.5514e-05,5.107,1001226.0,medium
67.858,10.0.101.4,10.0.107.16,49949,5002,TCP,0,72,b6ab9dc4,2026-04-11T17:02:08.857938,30,67,4.908,64.12,2.5612e-05,1.441,3293.0,small
68.251,10.0.107.16,10.0.103.8,52715,5001,TCP,0,68,cfc57789,2026-04-11T17:02:09.251400,30,68,4.911,66.06,2.5592e-05,1.072,10979.0,small
68.677,10.0.101.4,10.0.107.16,49949,5002,TCP,0,82,b6ab9dc4,2026-04-11T17:02:09.676651,30,68,4.982,68.17,2.5837e-05,1.09,3293.0,small
68.77,10.0.107.16,224.0.0.1,0,0,OTHER,1,5,a5246343,2026-04-11T17:02:09.769824,30,68,5.087,68.65,2.6325e-05,,,
68.78,10.0.101.4,10.0.100.1,55335,5001,TCP,0,78,90b70f82,2026-04-11T17:02:09.779672,30,68,4.88,68.7,2.5623e-05,1.427,36050.0,small
68.845,10.0.102.5,10.0.104.9,58336,8080,TCP,0,80,758c48ee,2026-04-11T17:02:09.844512,30,68,5.176,69.03,2.6172e-05,4.799,261611.0,medium
68.939,10.0.106.13,10.0.104.9,59120,5002,TCP,0,60,11dfed96,2026-04-11T17:02:09.938730,30,68,4.732,69.48,2.4566e-05,0.846,16102.0,small
69.849,10.0.106.13,224.0.0.1,0,0,OTHER,0,0,31161442,2026-04-11T17:02:10.849153,30,69,4.735,73.79,2.4894e-05,,,
69.9,10.0.106.14,10.0.106.13,58742,5001,TCP,0,72,7db80b32,2026-04-11T17:02:10.899743,30,69,5.002,74.04,2.5795e-05,1.227,35279.0,small
69.914,10.0.107.16,10.0.103.8,52715,5001,TCP,0,85,cfc57789,2026-04-11T17:02:10.914116,30,69,5.13,74.12,2.5634e-05,1.289,10979.0,small
69.925,10.0.105.12,224.0.0.1,0,0,OTHER,0,3,059ac9ec,2026-04-11T17:02:10.925458,30,69,5.122,74.17,2.6036e-05,,,
69.993,10.0.107.16,10.0.103.8,52715,5001,TCP,0,84,cfc57789,2026-04-11T17:02:10.993177,30,69,5.212,74.53,2.4472e-05,1.096,10979.0,small
70.877,10.0.100.2,224.0.0.1,0,0,OTHER,0,1,727e1632,2026-04-11T17:02:11.877234,30,70,4.985,78.93,2.495e-05,,,
70.878,10.0.103.7,10.0.102.6,61696,5003,TCP,3,68,823a8932,2026-04-11T17:02:11.878319,30,70,4.862,78.94,2.6618e-05,1.715,3984.0,small
70.927,10.0.100.2,10.0.103.7,55103,5001,TCP,0,66,661fd1e0,2026-04-11T17:02:11.926546,30,70,5.068,79.18,2.4925e-05,1.238,4694.0,small
70.935,10.0.107.16,224.0.0.1,0,0,OTHER,1,2,a5246343,2026-04-11T17:02:11.934626,30,70,4.935,79.22,2.5196e-05,,,
70.937,10.0.102.5,10.0.104.9,58336,8080,TCP,2,82,758c48ee,2026-04-11T17:02:11.936913,30,70,4.71,79.23,2.5229e-05,6.618,261611.0,medium
70.946,10.0.100.2,10.0.103.7,55103,5001,TCP,0,83,661fd1e0,2026-04-11T17:02:11.945872,30,70,4.954,79.28,2.461e-05,1.098,4694.0,small
71.01,10.0.103.7,10.0.102.5,57518,8080,TCP,1,86,45e4eac1,2026-04-11T17:02:12.009791,30,71,5.03,79.6,2.513e-05,1.339,14908.0,small
71.253,10.0.103.7,10.0.103.8,52202,5002,TCP,0,86,770646da,2026-04-11T17:02:12.253152,30,71,4.774,80.76,2.5338e-05,4.3,1092888.0,medium
71.936,10.0.107.15,224.0.0.1,0,0,OTHER,0,2,bf41fc47,2026-04-11T17:02:12.936192,30,71,5.194,84.31,2.5673e-05,,,
71.99,10.0.106.13,10.0.102.6,53084,5002,TCP,0,68,b5801163,2026-04-11T17:02:12.990447,30,71,4.835,84.57,2.477e-05,5.675,163557.0,medium
72.01,10.0.107.15,10.0.101.4,52240,5002,TCP,0,69,898e6114,2026-04-11T17:02:13.010033,30,72,4.908,84.67,2.559e-05,1.461,12106.0,small
72.118,10.0.106.13,224.0.0.1,0,0,OTHER,1,3,31161442,2026-04-11T17:02:13.117808,30,72,5.103,85.22,2.5548e-05,,,
72.536,10.0.103.7,10.0.102.5,57518,8080,TCP,0,68,45e4eac1,2026-04-11T17:02:13.536015,30,72,4.962,87.29,2.5426e-05,1.526,14908.0,small
72.596,10.0.106.14,10.0.105.11,56055,5001,TCP,0,93,f0abf013,2026-04-11T17:02:13.596224,30,72,5.037,87.6,2.4894e-05,7.084,1001226.0,medium
72.927,10.0.102.5,10.0.103.8,60147,8080,TCP,0,85,48406887,2026-04-11T17:02:13.926916,30,72,5.182,89.31,2.5907e-05,0.92,6034.0,small
72.934,10.0.100.1,224.0.0.1,0,0,OTHER,0,1,b5bfd26b,2026-04-11T17:02:13.933689,30,72,5.144,89.34,2.5626e-05,,,
73.851,10.0.102.5,10.0.104.9,58336,8080,TCP,0,61,758c48ee,2026-04-11T17:02:14.850704,30,73,5.045,93.97,2.486e-05,7.392,261611.0,medium
73.861,10.0.100.2,10.0.103.7,55103,5001,TCP,0,87,661fd1e0,2026-04-11T17:02:14.861064,30,73,4.901,94.02,2.4951e-05,1.398,4694.0,small
73.91,10.0.103.8,10.0.102.5,60720,5001,TCP,0,75,6d6a2eb0,2026-04-11T17:02:14.910497,30,73,5.276,94.28,2.4665e-05,1.668,9175.0,small
73.954,10.0.106.14,10.0.106.13,58742,5001,TCP,6,83,7db80b32,2026-04-11T17:02:14.953754,30,73,4.968,94.5,2.4952e-05,2.087,35279.0,small
74.017,10.0.107.15,10.0.101.4,52240,5002,TCP,1,83,898e6114,2026-04-11T17:02:15.016825,30,74,4.954,94.81,2.5143e-05,1.365,12106.0,small
74.337,10.0.102.5,10.0.104.9,58336,8080,TCP,1,90,758c48ee,2026-04-11T17:02:15.337116,30,74,4.919,96.39,2.6856e-05,6.947,261611.0,medium
75.18,10.0.106.13,10.0.102.6,53084,5002,TCP,0,74,b5801163,2026-04-11T17:02:16.179568,30,75,5.009,100.61,2.5208e-05,8.297,163557.0,medium
75.359,10.0.102.5,10.0.104.9,58336,8080,TCP,1,71,758c48ee,2026-04-11T17:02:16.358660,30,75,5.269,101.55,2.5456e-05,5.601,261611.0,medium
75.359,10.0.104.10,224.0.0.1,0,0,OTHER,0,4,06efb7ce,2026-04-11T17:02:16.358699,30,75,4.849,101.55,2.7185e-05,,,
75.657,10.0.102.5,10.0.104.9,58336,8080,TCP,0,76,758c48ee,2026-04-11T17:02:16.657480,30,75,5.108,103.08,2.6239e-05,6.451,261611.0,medium
75.772,10.0.101.4,10.0.107.16,49949,5002,TCP,0,81,b6ab9dc4,2026-04-11T17:02:16.772401,30,75,4.901,103.64,2.5566e-05,1.082,3293.0,small
76.089,10.0.100.2,224.0.0.1,0,0,OTHER,1,2,727e1632,2026-04-11T17:02:17.089110,30,76,5.127,105.27,2.6684e-05,,,
76.095,10.0.106.13,10.0.102.6,53084,5002,TCP,0,82,b5801163,2026-04-11T17:02:17.095314,30,76,4.921,105.3,2.5543e-05,7.207,163557.0,medium
76.141,10.0.107.16,224.0.0.1,0,0,OTHER,1,2,a5246343,2026-04-11T17:02:17.141358,30,76,5.066,105.53,2.4721e-05,,,
76.203,10.0.107.15,10.0.101.4,52240,5002,TCP,0,78,898e6114,2026-04-11T17:02:17.202990,30,76,4.955,105.84,2.4579e-05,0.913,12106.0,small
76.287,10.0.103.7,224.0.0.1,0,0,OTHER,0,5,e018ff0c,2026-04-11T17:02:17.286545,30,76,5.072,106.26,2.4695e-05,,,
76.749,10.0.101.4,10.0.107.16,49949,5002,TCP,1,79,b6ab9dc4,2026-04-11T17:02:17.748754,30,76,4.72,108.44,2.473e-05,1.404,3293.0,small
76.799,10.0.106.14,10.0.105.11,56055,5001,TCP,0,63,f0abf013,2026-04-11T17:02:17.799044,30,76,5.204,108.7,2.6487e-05,3.991,1001226.0,medium
76.849,10.0.106.13,10.0.102.6,53084,5002,TCP,1,84,b5801163,2026-04-11T17:02:17.849346,30,76,5.026,108.96,2.5596e-05,5.166,163557.0,medium
77.284,10.0.100.2,224.0.0.1,0,0,OTHER,1,3,727e1632,2026-04-11T17:02:18.284322,30,77,5.093,111.17,2.4683e-05,,,
77.664,10.0.102.5,224.0.0.1,0,0,OTHER,0,0,19b19002,2026-04-11T17:02:18.664272,30,77,4.88,113.03,2.5276e-05,,,
77.978,10.0.105.11,10.0.102.5,49703,8443,TCP,0,73,fb7760ae,2026-04-11T17:02:18.977739,30,77,5.197,114.65,2.4268e-05,1.143,2410.0,small
78.103,10.0.106.13,10.0.104.9,59120,5002,TCP,0,76,11dfed96,2026-04-11T17:02:19.103364,30,78,4.929,115.27,2.5705e-05,1.204,16102.0,small
78.107,10.0.101.4,10.0.100.1,55335,5001,TCP,0,91,90b70f82,2026-04-11T17:02:19.106754,30,78,5.275,115.29,2.6696e-05,0.761,36050.0,small
78.302,10.0.106.14,10.0.105.11,56055,5001,TCP,0,89,f0abf013,2026-04-11T17:02:19.302266,30,78,4.682,116.21,2.4916e-05,4.791,1001226.0,medium
78.341,10.0.103.7,10.0.102.5,57518,8080,TCP,2,70,45e4eac1,2026-04-11T17:02:19.340823,30,78,5.176,116.41,2.5047e-05,0.999,14908.0,small
78.344,10.0.101.4,10.0.107.16,49949,5002,TCP,0,70,b6ab9dc4,2026-04-11T17:02:19.343660,30,78,5.181,116.42,2.4679e-05,1.441,3293.0,small
78.705,10.0.103.7,10.0.102.6,61696,5003,TCP,0,81,823a8932,2026-04-11T17:02:19.705301,30,78,4.99,118.23,2.4654e-05,1.502,3984.0,small
79.522,10.0.101.4,10.0.100.1,55335,5001,TCP,0,63,90b70f82,2026-04-11T17:02:20.522351,30,79,4.991,122.3,2.5041e-05,1.271,36050.0,small
