timestamp_s,src_ip,dst_ip,src_port,dst_port,protocol,queue_depth_bytes,tx_link_util_0_255,flow_hash,datetime_iso,load_percent,time_sec,probes_per_sec,total_probes,overhead,fct_ms,flow_size_bytes,flow_type
45.25,10.0.104.9,10.0.105.12,54015,5003,TCP,8,24,8bcd5e07,2026-04-11T17:01:46.250,10,45,1.875,87.06,0.000009513,1.026,12615,small
45.68,10.0.103.8,10.0.101.4,54327,5002,TCP,1,24,be178cc1,2026-04-11T17:01:46.680,10,45,1.973,87.62,0.000009984,1.807,25733,small
46.217,10.0.100.2,10.0.100.1,51361,5003,TCP,0,21,2319b1b7,2026-04-11T17:01:47.217,10,46,1.949,88.15,0.000009523,1.024,1414,small
46.234,10.0.103.7,224.0.0.1,0,0,OTHER,0,1,e018ff0c,2026-04-11T17:01:47.234,10,46,1.939,88.64,0.000009731,,,
46.328,10.0.107.16,224.0.0.1,0,0,OTHER,0,3,a5246343,2026-04-11T17:01:47.328,10,46,1.905,89.14,0.000009497,,,
46.706,10.0.107.15,10.0.100.1,56879,5002,TCP,1,17,3ffcf322,2026-04-11T17:01:47.706,10,46,1.979,89.69,0.000010132,1.578,11112,small
47.216,10.0.100.2,224.0.0.1,0,0,OTHER,0,1,727e1632,2026-04-11T17:01:48.216,10,47,1.893,90.15,0.000009958,,,
47.221,10.0.104.10,224.0.0.1,0,0,OTHER,0,0,06efb7ce,2026-04-11T17:01:48.221,10,47,1.865,90.68,0.000010279,,,
47.461,10.0.102.5,10.0.101.3,63828,8080,TCP,0,20,60b07cf5,2026-04-11T17:01:48.461,10,47,1.964,91.23,0.000009921,1.445,23762,small
47.922,10.0.107.16,10.0.106.14,56551,5003,TCP,1,29,2b063aad,2026-04-11T17:01:48.922,10,47,1.933,91.75,0.000010375,1.805,31264,small
47.997,10.0.100.2,10.0.103.8,52699,8443,TCP,3,29,5ed82440,2026-04-11T17:01:48.997,10,47,1.891,92.26,0.000009882,1.456,5763,small
48.313,10.0.107.16,224.0.0.1,0,0,OTHER,0,0,a5246343,2026-04-11T17:01:49.313,10,48,1.911,92.8,0.000010083,,,
48.505,10.0.103.8,10.0.102.5,58223,8080,TCP,1,27,2d6930cb,2026-04-11T17:01:49.505,10,48,1.876,93.32,0.000009595,1.743,279731,medium
49.013,10.0.100.1,10.0.103.8,64067,5003,TCP,6,18,4be6043c,2026-04-11T17:01:50.013,10,49,1.883,93.78,0.000010169,1.388,16092,small
49.136,10.0.105.11,10.0.107.16,58327,8443,TCP,1,29,b1fe1c60,2026-04-11T17:01:50.136,10,49,1.914,94.25,0.000009769,1.44,22351,small
49.163,10.0.104.9,10.0.104.10,49967,8443,TCP,21,23,76b89885,2026-04-11T17:01:50.163,10,49,1.866,94.77,0.000009519,1.64,2643,small
49.528,10.0.105.12,10.0.104.10,61960,5003,TCP,1,18,e02d4345,2026-04-11T17:01:50.528,10,49,1.921,95.27,0.00000944,0.908,3261,small
50.009,10.0.100.2,10.0.106.13,57485,5003,TCP,2,24,cadb6dc9,2026-04-11T17:01:51.009,10,50,1.864,95.79,0.000009336,9.855,16236186,large
50.066,10.0.107.15,224.0.0.1,0,0,OTHER,0,0,bf41fc47,2026-04-11T17:01:51.066,10,50,1.923,96.27,0.000009996,,,
50.561,10.0.102.5,10.0.104.10,52838,5001,TCP,3,22,cc7f1e69,2026-04-11T17:01:51.561,10,50,1.826,96.77,0.000009932,6.282,12652210,large
50.897,10.0.104.10,224.0.0.1,0,0,OTHER,1,0,06efb7ce,2026-04-11T17:01:51.897,10,50,1.93,97.31,0.000009842,,,
50.936,10.0.104.10,10.0.100.2,64223,5003,TCP,2,26,d5e62dfe,2026-04-11T17:01:51.936,10,50,1.887,97.85,0.00000954,1.996,632039,medium
50.994,10.0.106.14,10.0.105.11,51474,8080,TCP,2,20,d142d4d0,2026-04-11T17:01:51.994,10,50,2.017,98.36,0.000009455,1.315,964036,medium
51.917,10.0.107.15,10.0.103.8,52540,5001,TCP,1,31,88b87358,2026-04-11T17:01:52.917,10,51,1.922,98.84,0.000010231,1.017,1206,small
51.942,10.0.105.11,10.0.106.13,55868,8443,TCP,2,25,6aa30d27,2026-04-11T17:01:52.942,10,51,2.001,99.37,0.000009279,6.613,42362651,large
52.175,10.0.101.4,224.0.0.1,0,0,OTHER,0,0,38dc0d27,2026-04-11T17:01:53.175,10,52,1.875,99.89,0.00001026,,,
52.616,10.0.107.15,10.0.103.7,50867,5003,TCP,3,21,9b8f5a8b,2026-04-11T17:01:53.616,10,52,1.914,100.42,0.000010347,3.168,213652,medium
52.721,10.0.105.12,224.0.0.1,0,0,OTHER,0,0,059ac9ec,2026-04-11T17:01:53.721,10,52,1.83,100.92,0.000010293,,,
52.95,10.0.104.10,10.0.100.1,50272,5001,TCP,2,22,f893b142,2026-04-11T17:01:53.950,10,52,1.92,101.43,0.000009345,1.469,10266,small
55.257,10.0.107.15,224.0.0.1,0,0,OTHER,1,10,bf41fc47,2026-04-11T17:01:56.257,30,55,1.902,0.46,0.000009652,,,
55.344,10.0.107.16,10.0.106.13,58605,5001,TCP,8,80,56d3580a,2026-04-11T17:01:56.344,30,55,1.927,0.99,0.000009505,9.082,20349084,large
55.584,10.0.100.2,10.0.105.11,55114,5003,TCP,7,82,9a2e0a55,2026-04-11T17:01:56.584,30,55,1.97,1.5,0.000009792,2.85,6097,small
55.819,10.0.104.10,224.0.0.1,0,0,OTHER,3,3,06efb7ce,2026-04-11T17:01:56.819,30,55,1.954,2.04,0.000009603,,,
55.989,10.0.100.1,10.0.107.16,55276,5001,TCP,8,72,0677c284,2026-04-11T17:01:56.989,30,55,1.841,2.54,0.000009805,3.509,20035,small
56.613,10.0.105.12,10.0.106.14,50778,5003,TCP,9,72,4c4523d6,2026-04-11T17:01:57.613,30,56,1.914,3.01,0.000009569,2.314,10181,small
56.874,10.0.104.10,10.0.101.3,54476,5001,TCP,7,86,96df2068,2026-04-11T17:01:57.874,30,56,1.961,3.53,0.000009222,2.636,10924,small
57.018,10.0.104.10,10.0.106.14,51079,5002,TCP,39,81,540a08c5,2026-04-11T17:01:58.018,30,57,1.969,4.07,0.000009304,2.537,31570,small
57.47,10.0.101.3,10.0.105.12,50082,8443,TCP,49,70,484edd46,2026-04-11T17:01:58.470,30,57,1.897,4.59,0.00001008,3.473,14204,small
57.485,10.0.104.10,10.0.107.16,57208,8080,TCP,3,77,6edb141e,2026-04-11T17:01:58.485,30,57,1.888,5.08,0.000009826,3.247,344672,medium
57.708,10.0.102.5,10.0.107.16,55685,8443,TCP,11,78,886bfc52,2026-04-11T17:01:58.708,30,57,1.874,5.55,0.000009541,2.547,22680,small
58.113,10.0.107.15,10.0.100.2,57175,5003,TCP,5,87,cfa16090,2026-04-11T17:01:59.113,30,58,1.87,6.07,0.000009861,3.02,7139,small
58.495,10.0.104.9,10.0.104.10,51773,5001,TCP,21,82,dea64752,2026-04-11T17:01:59.495,30,58,1.971,6.63,0.000009217,4.206,7612,small
58.59,10.0.101.4,10.0.101.3,60970,8443,TCP,5,85,191ce47f,2026-04-11T17:01:59.590,30,58,1.902,7.11,0.000009277,2.843,2747,small
58.758,10.0.100.1,10.0.103.8,61505,5002,TCP,5,89,c208f13a,2026-04-11T17:01:59.758,30,58,2.024,7.62,0.000009553,3.191,6576,small
58.903,10.0.100.2,10.0.101.4,55167,8443,TCP,1,69,1237c54a,2026-04-11T17:01:59.903,30,58,1.962,8.18,0.000009768,3.681,616844,medium
59.418,10.0.104.10,10.0.104.9,55137,8443,TCP,20,67,9dc04ca1,2026-04-11T17:02:00.418,30,59,1.907,8.71,0.000009426,2.212,2877,small
59.854,10.0.100.2,224.0.0.1,0,0,OTHER,1,6,727e1632,2026-04-11T17:02:00.854,30,59,1.889,9.23,0.000009623,,,
59.9,10.0.104.9,10.0.105.12,56969,8443,TCP,7,75,5a938410,2026-04-11T17:02:00.900,30,59,1.906,9.7,0.000009866,2.498,9724,small
60.164,10.0.106.13,10.0.104.10,52234,8080,TCP,5,64,bbdb9915,2026-04-11T17:02:01.164,30,60,1.925,10.23,0.000009324,4.312,19170,small
60.303,10.0.102.6,10.0.101.4,52851,5002,TCP,2,79,726f4600,2026-04-11T17:02:01.303,30,60,1.855,10.7,0.000009213,2.856,6179,small
60.647,10.0.105.12,10.0.100.2,59527,8080,TCP,8,90,12314ddb,2026-04-11T17:02:01.647,30,60,1.874,11.22,0.000009595,2.093,4624,small
60.893,10.0.101.3,224.0.0.1,0,0,OTHER,0,6,e64c1c74,2026-04-11T17:02:01.893,30,60,1.913,11.72,0.00000924,,,
61.11,10.0.105.11,10.0.100.2,57877,8080,TCP,7,80,eaeea5d4,2026-04-11T17:02:02.110,30,61,1.904,12.24,0.000009594,2.819,777227,medium
61.441,10.0.104.10,10.0.100.2,55399,5001,TCP,0,70,acd7ed22,2026-04-11T17:02:02.441,30,61,1.966,12.74,0.00001034,4.354,4146,small
61.555,10.0.101.4,10.0.102.6,52200,5001,TCP,11,73,393bc726,2026-04-11T17:02:02.555,30,61,1.886,13.25,0.000009768,1.702,13635,small
61.747,10.0.106.14,10.0.107.16,57186,8080,TCP,87,78,4d2a3f0a,2026-04-11T17:02:02.747,30,61,1.886,13.74,0.000010025,3.239,1809,small
62.28,10.0.102.6,10.0.101.3,50199,8443,TCP,6,73,614ac9ff,2026-04-11T17:02:03.280,30,62,2.005,14.25,0.000009638,2.406,10122,small
62.588,10.0.105.11,10.0.104.9,57630,8080,TCP,12,76,259a5417,2026-04-11T17:02:03.588,30,62,1.932,14.76,0.000009488,6.478,276340,medium
62.754,10.0.100.1,224.0.0.1,0,0,OTHER,1,5,b5bfd26b,2026-04-11T17:02:03.754,30,62,2.022,15.27,0.000010232,,,
63.033,10.0.103.7,10.0.102.5,59787,8080,TCP,8,71,65c1d32b,2026-04-11T17:02:04.033,30,63,1.99,15.75,0.000009962,4.843,480124,medium
63.219,10.0.105.11,10.0.105.12,58673,8443,TCP,35,86,8903589e,2026-04-11T17:02:04.219,30,63,1.847,16.27,0.000009754,5.066,634922,medium
63.686,10.0.106.14,224.0.0.1,0,0,OTHER,1,2,7b39a362,2026-04-11T17:02:04.686,30,63,1.844,16.8,0.000010313,,,
64.134,10.0.100.2,224.0.0.1,0,0,OTHER,0,4,727e1632,2026-04-11T17:02:05.134,30,64,1.937,17.31,0.000009409,,,
64.205,10.0.102.5,10.0.100.2,56897,8443,TCP,5,78,71f5b7a9,2026-04-11T17:02:05.205,30,64,1.843,17.82,0.000010374,4.148,1824,small
64.583,10.0.102.6,10.0.103.7,62095,8080,TCP,4,73,672eeb5b,2026-04-11T17:02:05.583,30,64,1.821,18.31,0.000009582,3.994,6037,small
64.94,10.0.103.7,10.0.100.2,53809,8443,TCP,10,79,be6b58f2,2026-04-11T17:02:05.940,30,64,1.921,18.84,0.000010061,2.404,5885,small
64.967,10.0.107.16,10.0.100.1,60186,5001,TCP,13,80,20c02b49,2026-04-11T17:02:05.967,30,64,1.914,19.33,0.000009381,16.437,14079924,large
65.358,10.0.107.15,224.0.0.1,0,0,OTHER,2,5,bf41fc47,2026-04-11T17:02:06.358,30,65,1.841,19.82,0.000010098,,,
65.432,10.0.100.2,10.0.103.7,57573,8080,TCP,16,89,344fe5e8,2026-04-11T17:02:06.432,30,65,1.906,20.29,0.000009361,1.445,6097,small
65.578,10.0.103.7,10.0.102.6,59973,5003,TCP,7,57,a8b5c0a7,2026-04-11T17:02:06.578,30,65,1.935,20.79,0.00000942,2.308,9314,small
66.007,10.0.106.14,10.0.103.7,58346,8080,TCP,5,84,83f521f6,2026-04-11T17:02:07.007,30,66,1.893,21.33,0.00000996,3.202,8308,small
66.135,10.0.104.10,10.0.101.3,65044,5003,TCP,16,77,ef6b1fdb,2026-04-11T17:02:07.135,30,66,1.893,21.86,0.000010286,2.595,12972,small
66.563,10.0.105.11,10.0.107.15,49979,5003,TCP,6,90,efa6fc07,2026-04-11T17:02:07.563,30,66,2.012,22.38,0.000009936,3.831,578220,medium
67.042,10.0.106.14,224.0.0.1,0,0,OTHER,1,5,7b39a362,2026-04-11T17:02:08.042,30,67,1.928,22.89,0.000009394,,,
67.102,10.0.103.7,10.0.101.3,61301,5002,TCP,0,62,15b5bcce,2026-04-11T17:02:08.102,30,67,1.936,23.42,0.000009992,2.981,2009,small
67.336,10.0.102.5,224.0.0.1,0,0,OTHER,0,4,19b19002,2026-04-11T17:02:08.336,30,67,1.854,23.9,0.000010179,,,
67.447,10.0.100.1,224.0.0.1,0,0,OTHER,1,3,b5bfd26b,2026-04-11T17:02:08.447,30,67,1.929,24.39,0.000009782,,,
67.532,10.0.107.15,10.0.102.6,64827,8080,TCP,5,76,e2f5d24b,2026-04-11T17:02:08.532,30,67,2.01,24.9,0.000009639,2.161,12900,small
67.982,10.0.103.8,10.0.104.9,50982,5003,TCP,17,75,37331f88,2026-04-11T17:02:08.982,30,67,1.979,25.45,0.000009606,2.498,2502,small
68.236,10.0.101.4,10.0.103.8,51382,5003,TCP,5,86,b68c19b1,2026-04-11T17:02:09.236,30,68,1.882,25.95,0.000009368,2.846,7467,small
68.531,10.0.106.14,224.0.0.1,0,0,OTHER,0,5,7b39a362,2026-04-11T17:02:09.531,30,68,1.99,26.46,0.000010019,,,
68.918,10.0.102.6,224.0.0.1,0,0,OTHER,0,5,5282c541,2026-04-11T17:02:09.918,30,68,1.933,26.96,0.000009629,,,
69.424,10.0.106.14,224.0.0.1,0,0,OTHER,2,5,7b39a362,2026-04-11T17:02:10.424,30,69,1.9,27.49,0.000009481,,,
69.461,10.0.103.7,10.0.107.16,49578,8443,TCP,5,74,ae0a7079,2026-04-11T17:02:10.461,30,69,1.983,28.02,0.000009589,2.18,3735,small
69.885,10.0.107.15,10.0.103.7,52204,8080,TCP,8,75,fdfc3365,2026-04-11T17:02:10.885,30,69,1.874,28.55,0.000009877,3.069,11327,small
69.906,10.0.101.3,10.0.102.5,63582,8443,TCP,5,90,0227e5c4,2026-04-11T17:02:10.906,30,69,1.985,29.1,0.000009686,2.472,7067,small
70.269,10.0.105.11,10.0.101.4,52398,5003,TCP,25,78,64c30b79,2026-04-11T17:02:11.269,30,70,1.914,29.59,0.00000976,3.327,636124,medium
70.513,10.0.104.9,10.0.102.6,51674,8443,TCP,15,69,219e394a,2026-04-11T17:02:11.513,30,70,1.932,30.14,0.000010257,1.879,2686,small
70.675,10.0.105.11,224.0.0.1,0,0,OTHER,0,4,33a435ee,2026-04-11T17:02:11.675,30,70,1.926,30.69,0.000009874,,,
71.013,10.0.103.8,10.0.105.12,58870,5002,TCP,7,80,c206875c,2026-04-11T17:02:12.013,30,71,1.927,31.22,0.000009639,2.808,1370,small
71.334,10.0.105.12,10.0.106.14,50266,5001,TCP,8,66,6be2e133,2026-04-11T17:02:12.334,30,71,1.962,31.77,0.000009385,3.304,7607,small
71.675,10.0.104.10,224.0.0.1,0,0,OTHER,0,2,06efb7ce,2026-04-11T17:02:12.675,30,71,1.939,32.3,0.000009734,,,
71.756,10.0.101.3,10.0.104.9,57568,5003,TCP,1,73,db35007d,2026-04-11T17:02:12.756,30,71,1.807,32.81,0.00001019,3.395,359685,medium
72.027,10.0.102.5,10.0.100.2,52753,5002,TCP,3,81,468bb39a,2026-04-11T17:02:13.026,30,72,1.895,33.28,0.000009864,13.228,10188090,large
72.513,10.0.104.10,10.0.102.6,50155,5003,TCP,4,67,e2a2c53f,2026-04-11T17:02:13.513,30,72,1.865,33.77,0.000009785,1.945,9893,small
72.637,10.0.104.9,10.0.105.12,60594,5001,TCP,7,75,746c3e30,2026-04-11T17:02:13.637,30,72,1.872,34.29,0.000010365,2.943,6926,small
72.957,10.0.102.6,224.0.0.1,0,0,OTHER,0,4,5282c541,2026-04-11T17:02:13.957,30,72,1.903,34.83,0.00000926,,,
73.278,10.0.100.2,10.0.107.16,55560,8080,TCP,6,58,2ab4ff3c,2026-04-11T17:02:14.278,30,73,1.807,35.32,0.000009934,10.562,10994682,large
73.481,10.0.107.15,10.0.100.2,64281,8443,TCP,6,72,af41050a,2026-04-11T17:02:14.481,30,73,1.889,35.85,0.000009796,5.815,3145,small
73.586,10.0.100.2,10.0.102.5,50300,8443,TCP,9,70,75329f1b,2026-04-11T17:02:14.586,30,73,1.912,36.33,0.000009303,1.547,4810,small
73.652,10.0.101.4,10.0.101.3,61568,5002,TCP,3,81,fdb40d36,2026-04-11T17:02:14.652,30,73,1.862,36.81,0.000009545,3.541,2163153,medium
74.248,10.0.101.4,10.0.103.7,63944,5001,TCP,5,70,7196faa3,2026-04-11T17:02:15.248,30,74,1.962,37.32,0.000009249,7.575,419056,medium
74.249,10.0.101.4,10.0.104.9,49397,5002,TCP,15,67,05984c37,2026-04-11T17:02:15.249,30,74,1.957,37.82,0.000009355,2.536,6986,small
74.662,10.0.102.5,224.0.0.1,0,0,OTHER,1,5,19b19002,2026-04-11T17:02:15.662,30,74,1.894,38.29,0.000009937,,,
75.014,10.0.102.5,10.0.106.13,64705,5001,TCP,13,83,b2a06e0e,2026-04-11T17:02:16.014,30,75,1.946,38.83,0.000009899,2.427,9843,small
75.08,10.0.100.2,10.0.106.14,56207,8080,TCP,13,75,dae58313,2026-04-11T17:02:16.080,30,75,1.958,39.34,0.000009492,2.671,46218,small
75.711,10.0.105.11,10.0.100.1,50719,5001,TCP,19,81,0d9dac6a,2026-04-11T17:02:16.711,30,75,1.882,39.87,0.00000946,2.202,3426,small
75.763,10.0.103.8,10.0.102.6,51381,5002,TCP,14,79,c91d2e50,2026-04-11T17:02:16.763,30,75,1.901,40.39,0.000010344,2.624,2149,small
75.942,10.0.100.2,10.0.104.9,58326,8080,TCP,1,67,7216086,2026-04-11T17:02:16.942,30,75,1.973,40.88,0.000010133,7.282,335346,medium
76.342,10.0.101.4,224.0.0.1,0,0,OTHER,0,2,38dc0d27,2026-04-11T17:02:17.342,30,76,1.953,41.42,0.000010218,,,
76.361,10.0.106.14,224.0.0.1,0,0,OTHER,0,5,7b39a362,2026-04-11T17:02:17.361,30,76,1.898,41.9,0.00001004,,,
77.091,10.0.106.13,224.0.0.1,0,0,OTHER,0,3,31161442,2026-04-11T17:02:18.091,30,77,1.795,42.34,0.000010053,,,
77.183,10.0.100.2,224.0.0.1,0,0,OTHER,1,6,727e1632,2026-04-11T17:02:18.183,30,77,1.934,42.83,0.000009981,,,
77.25,10.0.104.10,224.0.0.1,0,0,OTHER,2,7,06efb7ce,2026-04-11T17:02:18.250,30,77,1.911,43.3,0.000010156,,,
77.622,10.0.107.16,10.0.105.11,59818,5003,TCP,8,72,b4316dc2,2026-04-11T17:02:18.622,30,77,1.96,43.81,0.000009729,1.561,12087,small
77.752,10.0.103.8,224.0.0.1,0,0,OTHER,1,6,f4c14cd2,2026-04-11T17:02:18.752,30,77,1.891,44.3,0.000009676,,,
77.997,10.0.105.11,10.0.103.8,56495,5002,TCP,12,69,9bf579c2,2026-04-11T17:02:18.997,30,77,1.938,44.81,0.000010187,2.138,5762,small
78.553,10.0.103.8,224.0.0.1,0,0,OTHER,0,4,f4c14cd2,2026-04-11T17:02:19.553,30,78,1.969,45.3,0.000009243,,,
78.663,10.0.104.9,10.0.106.13,52537,5001,TCP,2,80,02140fde,2026-04-11T17:02:19.663,30,78,1.932,45.81,0.00000976,2.756,781399,medium
78.943,10.0.106.13,10.0.103.8,52717,8443,TCP,4,77,2197ab2c,2026-04-11T17:02:19.943,30,78,1.833,46.33,0.000009706,3.188,1871,small
79.406,10.0.104.10,224.0.0.1,0,0,OTHER,0,7,06efb7ce,2026-04-11T17:02:20.406,30,79,1.921,46.83,0.000009495,,,
79.518,10.0.102.5,224.0.0.1,0,0,OTHER,0,5,19b19002,2026-04-11T17:02:20.518,30,79,2.011,47.36,0.000010356,,,
80.121,10.0.104.9,224.0.0.1,0,0,OTHER,0,6,0f24eb4f,2026-04-11T17:02:21.121,30,80,1.917,47.88,0.000010311,,,
80.212,10.0.105.12,224.0.0.1,0,0,OTHER,0,5,059ac9ec,2026-04-11T17:02:21.212,30,80,1.929,48.37,0.000009423,,,
80.29,10.0.107.16,224.0.0.1,0,0,OTHER,0,8,a5246343,2026-04-11T17:02:21.290,30,80,1.871,48.88,0.000010077,,,
80.535,10.0.104.9,10.0.104.10,50113,8443,TCP,2,60,5b3a2692,2026-04-11T17:02:21.535,30,80,1.979,49.43,0.000009801,2.786,12968,small
80.621,10.0.103.8,10.0.105.11,64589,5003,TCP,2,83,98a8c29a,2026-04-11T17:02:21.621,30,80,1.913,49.93,0.000010115,2.954,1865317,medium
81.036,10.0.103.8,224.0.0.1,0,0,OTHER,0,8,f4c14cd2,2026-04-11T17:02:22.036,30,81,1.846,50.42,0.000009395,,,
81.326,10.0.103.7,10.0.103.8,61105,8443,TCP,0,100,b26a88a0,2026-04-11T17:02:22.326,30,81,1.966,50.97,0.000010235,3.355,3221,small
81.852,10.0.103.8,10.0.103.7,60283,5001,TCP,7,74,4ae467dc,2026-04-11T17:02:22.852,30,81,1.899,51.47,0.000010248,2.126,1284,small
81.866,10.0.100.1,10.0.107.15,50425,8080,TCP,10,63,54dfffdd,2026-04-11T17:02:22.866,30,81,1.882,51.99,0.000009864,2.233,74748,small
82.21,10.0.104.9,10.0.107.15,51570,5001,TCP,3,80,43f10d2d,2026-04-11T17:02:23.210,30,82,1.884,52.46,0.000009261,2.429,31997,small
82.263,10.0.105.11,224.0.0.1,0,0,OTHER,0,5,33a435ee,2026-04-11T17:02:23.263,30,82,1.891,52.93,0.000010113,,,
82.572,10.0.103.7,10.0.107.16,51628,8080,TCP,14,73,5c62fb3b,2026-04-11T17:02:23.572,30,82,1.856,53.44,0.00001004,4.212,6108,small
83.064,10.0.101.3,10.0.106.14,60736,5001,TCP,11,72,a9e174fb,2026-04-11T17:02:24.064,30,83,1.82,53.9,0.00000942,2.288,4581,small
83.131,10.0.105.11,224.0.0.1,0,0,OTHER,0,4,33a435ee,2026-04-11T17:02:24.131,30,83,2.001,54.46,0.000009904,,,
83.604,10.0.106.13,224.0.0.1,0,0,OTHER,1,7,31161442,2026-04-11T17:02:24.604,30,83,1.904,54.97,0.000010253,,,
83.784,10.0.100.2,10.0.106.13,60034,8080,TCP,10,88,1215d0bf,2026-04-11T17:02:24.784,30,83,1.896,55.46,0.000010015,4.68,604202,medium
83.949,10.0.100.2,10.0.107.15,51782,5002,TCP,2,72,f38b1bd1,2026-04-11T17:02:24.949,30,83,1.87,55.99,0.000009644,2.101,2402,small
84.629,10.0.105.11,224.0.0.1,0,0,OTHER,0,7,33a435ee,2026-04-11T17:02:25.629,30,84,1.902,56.51,0.000009937,,,
84.68,10.0.102.6,10.0.104.10,65155,8443,TCP,4,69,0cf9a511,2026-04-11T17:02:25.680,30,84,1.807,56.98,0.000009485,3.31,2666,small
84.878,10.0.107.16,10.0.107.15,64039,5001,TCP,15,65,f2158a9a,2026-04-11T17:02:25.878,30,84,1.973,57.5,0.000009642,2.918,199190,medium
84.911,10.0.107.16,224.0.0.1,0,0,OTHER,0,4,a5246343,2026-04-11T17:02:25.911,30,84,1.927,57.97,0.000009948,,,
85.337,10.0.102.6,10.0.103.8,60360,8443,TCP,19,82,627c9bbe,2026-04-11T17:02:26.337,30,85,1.928,58.46,0.000009687,3.42,647009,medium
85.402,10.0.100.1,10.0.107.16,63124,5002,TCP,18,75,2ce868f0,2026-04-11T17:02:26.402,30,85,1.934,58.99,0.000009278,2.553,6558,small
86.102,10.0.103.7,10.0.101.4,58386,8080,TCP,5,85,ce512c84,2026-04-11T17:02:27.102,30,86,1.909,59.46,0.000009892,2.617,5445,small
86.32,10.0.101.4,10.0.100.2,51482,8080,TCP,8,80,e7cf67a7,2026-04-11T17:02:27.320,30,86,1.945,59.95,0.000009221,3.247,2907,small
86.415,10.0.103.7,224.0.0.1,0,0,OTHER,0,5,e018ff0c,2026-04-11T17:02:27.415,30,86,1.963,60.44,0.000009423,,,
86.786,10.0.106.13,10.0.103.8,64049,5003,TCP,5,81,a774f315,2026-04-11T17:02:27.786,30,86,1.907,60.91,0.000010337,2.981,17064,small
87.192,10.0.105.12,224.0.0.1,0,0,OTHER,0,3,059ac9ec,2026-04-11T17:02:28.192,30,87,1.853,61.42,0.000009716,,,
87.211,10.0.101.4,224.0.0.1,0,0,OTHER,0,7,38dc0d27,2026-04-11T17:02:28.211,30,87,1.915,61.89,0.000009836,,,
87.415,10.0.102.6,10.0.100.1,64908,5001,TCP,10,73,0973592b,2026-04-11T17:02:28.415,30,87,1.913,62.4,0.000009548,4.128,4989,small
87.818,10.0.107.16,10.0.107.15,61415,5002,TCP,6,81,3a2def28,2026-04-11T17:02:28.818,30,87,1.939,62.91,0.000009609,1.864,17903,small
87.988,10.0.107.15,10.0.104.9,59223,5001,TCP,10,73,106430cb,2026-04-11T17:02:28.988,30,87,1.831,63.43,0.000009347,3.142,6271,small
88.371,10.0.103.8,224.0.0.1,0,0,OTHER,0,4,f4c14cd2,2026-04-11T17:02:29.371,30,88,1.88,63.95,0.000009406,,,
88.607,10.0.104.10,224.0.0.1,0,0,OTHER,0,6,06efb7ce,2026-04-11T17:02:29.607,30,88,1.945,64.47,0.000009553,,,
88.78,10.0.102.6,224.0.0.1,0,0,OTHER,4,7,5282c541,2026-04-11T17:02:29.780,30,88,1.843,64.98,0.000009402,,,
88.944,10.0.104.10,10.0.104.9,57182,5001,TCP,3,67,4a2ee7c1,2026-04-11T17:02:29.944,30,88,1.954,65.47,0.000009471,4.336,383478,medium
89.168,10.0.102.5,10.0.100.1,50811,8080,TCP,9,78,33adfce1,2026-04-11T17:02:30.168,30,89,1.88,66,0.000009809,3.595,399024,medium
89.655,10.0.101.3,10.0.103.7,52562,5003,TCP,5,73,f1730be8,2026-04-11T17:02:30.655,30,89,1.986,66.53,0.000009305,6.004,517611,medium
89.704,10.0.107.16,10.0.102.6,50511,8080,TCP,4,79,3a99ef55,2026-04-11T17:02:30.704,30,89,1.988,67.07,0.000009474,3.559,5145,small
90.211,10.0.100.2,10.0.102.5,57561,5003,TCP,3,74,324c3e6b,2026-04-11T17:02:31.211,30,90,1.909,67.56,0.000010245,3.848,5495,small
90.583,10.0.101.3,224.0.0.1,0,0,OTHER,3,6,e64c1c74,2026-04-11T17:02:31.583,30,90,1.964,68.12,0.000010339,,,
90.901,10.0.105.12,10.0.107.15,63219,5001,TCP,11,73,eab7ab63,2026-04-11T17:02:31.901,30,90,1.908,68.62,0.000009313,2.188,16401,small
90.938,10.0.103.8,10.0.105.12,57671,8080,TCP,5,65,e7e07e22,2026-04-11T17:02:31.938,30,90,1.935,69.12,0.000010181,10.714,21705584,large
90.972,10.0.102.6,224.0.0.1,0,0,OTHER,1,3,5282c541,2026-04-11T17:02:31.972,30,90,1.87,69.61,0.000009704,,,
91.449,10.0.103.7,10.0.104.10,49495,5003,TCP,35,86,91b774b9,2026-04-11T17:02:32.449,30,91,1.974,70.16,0.000010362,5.039,287284,medium
91.51,10.0.104.9,224.0.0.1,0,0,OTHER,4,5,0f24eb4f,2026-04-11T17:02:32.510,30,91,1.895,70.65,0.000009909,,,
92.17,10.0.102.5,10.0.100.1,64006,8443,TCP,14,74,ad9d67bf,2026-04-11T17:02:33.170,30,92,1.888,71.12,0.00001022,2.315,15621,small
92.22,10.0.101.3,10.0.101.4,62629,8443,TCP,6,70,ed4d89a7,2026-04-11T17:02:33.220,30,92,1.957,71.64,0.000009599,4.13,506165,medium
92.273,10.0.101.4,10.0.106.13,63881,5002,TCP,3,73,f8b40e2b,2026-04-11T17:02:33.273,30,92,1.845,72.13,0.000009431,10.433,11524241,large
92.799,10.0.106.14,10.0.100.1,63594,5003,TCP,3,88,67de7b36,2026-04-11T17:02:33.799,30,92,1.871,72.64,0.000009891,2.51,17296,small
